mouse_gene_id	mouse_gene_name	human_gene_id	human_gene_name	primary_state	mouse_spatial_score	human_detected	human_detection_fraction	human_mean_log_expression	intended_score_column	intended_score_pearson_r	graph_morans_i	matched_null_n	matched_null_moran_p95	matched_null_moran_p99	moran_empirical_upper_p	hotspot_overlap_fraction	human_support_score	interpretation	open_targets_found	open_targets_tractability_labels	open_targets_tractability_modalities	open_targets_cv_disease_score	open_targets_cv_diseases	open_targets_is_essential	open_targets_safety_liability_count	open_targets_safety_events	open_targets_drug_count	chembl_target_id	chembl_target_type	chembl_mechanism_count	dgidb_interaction_count	pharmacology_source_count	known_drug_or_interaction_count	highest_clinical_phase	pharmacology_status
ENSMUSG00000022587	Ly6e	ENSG00000160932	LY6E	immune_fibrotic_adverse	35.32799135935423	True	0.19342359767891681	0.31461723586594503	immune_fibrotic_activation_score	0.18869155789368897	0.08848436465432716	100	0.15068349005734957	0.3760007615465638	0.10891089108910891	0.16666666666666666	6.465482680695467	single-section within-human spatial support; not external validation	True	GO CC high conf; Phase 1 Clinical; UniProt SigP or TMHMM; UniProt loc med conf	AB; OC	0.07340510727851937	familial isolated dilated cardiomyopathy; Rare familial disorder with hypertrophic cardiomyopathy; hypertrophic cardiomyopathy; familial isolated restrictive cardiomyopathy; dilated cardiomyopathy; hypertrophic cardiomyopathy 7; dilated cardiomyopathy 1AA; cardiomyopathy, familial hypertrophic, 28	False	0		1	CHEMBL4523584	SINGLE PROTEIN	1	1	3	3	1.0	available
ENSMUSG00000018893	Mb	ENSG00000198125	MB	mechanical_adverse	33.77651474837653	True	0.9303675048355899	3.2167365683647287	mechanical_border_score	0.568094694163892	0.3963569955452191	100	0.17562098090465866	0.27000794897368663	0.019801980198019802	0.2	14.008568164983352	single-section within-human spatial support; not external validation	True	High-Quality Ligand; Small Molecule Binder; Structure with Ligand	PR; SM	0.07443944986190769	hypertrophic cardiomyopathy; familial isolated dilated cardiomyopathy; Rare familial disorder with hypertrophic cardiomyopathy; dilated cardiomyopathy; Familial dilated cardiomyopathy with conduction defect due to LMNA mutation; dilated cardiomyopathy 1A; dilated cardiomyopathy 1V; hypertrophic cardiomyopathy 11	False	0		0			0	0	0	0	0	unavailable
ENSMUSG00000064363	mt-Nd4	ENSG00000198886	MT-ND4	mechanical_adverse	33.74725470251237	True	0.9974210186976145	5.385040501084471	mechanical_border_score	0.6096764720402748	0.6552592230211681	100	0.21407704264983987	0.41724080053835444	0.009900990099009901	0.0967741935483871	14.432252380628745	single-section within-human spatial support; not external validation	True	Approved Drug; Druggable Family; Small Molecule Binder; Structure with Ligand; UniProt SigP or TMHMM	AB; PR; SM	0.42926700121628114	dilated cardiomyopathy; heart failure; familial hypertrophic cardiomyopathy; coronary artery disorder		0		3	CHEMBL4499	SINGLE PROTEIN	0	3	2	6	0.0	available
ENSMUSG00000064367	mt-Nd5	ENSG00000198786	MT-ND5	mechanical_adverse	33.84099040956678	True	0.9413281753707285	3.4218779908743127	mechanical_border_score	0.5044727631904026	0.5182052002088379	100	0.16466946251005513	0.30398364418649704	0.009900990099009901	0.0547945205479452	13.465192743525977	single-section within-human spatial support; not external validation	True	Approved Drug; Structure with Ligand; UniProt SigP or TMHMM	AB; SM	0.3456639611178746	heart failure; familial hypertrophic cardiomyopathy; dilated cardiomyopathy; coronary artery disorder		0		3			0	3	2	6	0.0	available
ENSMUSG00000002100	Mybpc3	ENSG00000134571	MYBPC3	mechanical_adverse	36.26427856240813	True	0.5725338491295938	1.2146100673115208	mechanical_border_score	0.4336299650497025	0.24410311279614297	100	0.12794788099249257	0.31464052889120636	0.0297029702970297	0.21348314606741572	13.309644958837541	single-section within-human spatial support; not external validation	True	UniProt Ubiquitination	PR	0.8467250620500452	hypertrophic cardiomyopathy; hypertrophic cardiomyopathy 4; cardiomyopathy; cardiomyopathy, dilated, 1MM; Rare familial disorder with hypertrophic cardiomyopathy; familial isolated dilated cardiomyopathy; dilated cardiomyopathy; familial hypertrophic cardiomyopathy	False	0		0			0	1	1	1	0.0	available
ENSMUSG00000053093	Myh7	ENSG00000092054	MYH7	mechanical_adverse	37.141655837024786	True	0.9658284977433914	3.583249082573503	mechanical_border_score	0.5637126784844102	0.3889035614623338	100	0.1738562315011929	0.3653007316408757	0.019801980198019802	0.29333333333333333	14.728942737573128	single-section within-human spatial support; not external validation	True	Approved Drug; Database Ubiquitination; Structure with Ligand	PR; SM	0.8917794032712139	hypertrophic cardiomyopathy; hypertrophic cardiomyopathy 1; cardiomyopathy; dilated cardiomyopathy; familial isolated dilated cardiomyopathy; Rare familial disorder with hypertrophic cardiomyopathy; familial hypertrophic cardiomyopathy; Left ventricular noncompaction cardiomyopathy	False	0		3	CHEMBL3831286	PROTEIN COMPLEX	3	3	3	9	4.0	available
ENSMUSG00000090841	Myl6	ENSG00000092841	MYL6	scar_repair_associated	37.519953341715635	True	0.8168923275306254	2.0967587014257343	fibroblast_scar_repair_score	0.39175835170921114	0.21932009804439265	100	0.09742947560850196	0.20501430607868396	0.019801980198019802	0.18110236220472442	12.799369007893063	single-section within-human spatial support; not external validation	True	Database Ubiquitination; Half-life Data	PR	0.008869916512432843	familial dilated cardiomyopathy; myocardial infarction; acute myocardial infarction; heart failure	False	0		0	CHEMBL6066273	SINGLE PROTEIN	0	0	0	0	0	unavailable
ENSMUSG00000028116	Myoz2	ENSG00000172399	MYOZ2	mechanical_adverse	33.77845174270693	True	0.5493230174081238	1.139182800419587	mechanical_border_score	0.3948100700090718	0.24022978337307596	100	0.21650528582142847	0.3322457968407259	0.039603960396039604	0.046511627906976744	11.740953443310246	single-section within-human spatial support; not external validation	True			0.5832989962512767	hypertrophic cardiomyopathy; cardiomyopathy; familial hypertrophic cardiomyopathy; coronary artery disorder; familial isolated dilated cardiomyopathy; Rare familial disorder with hypertrophic cardiomyopathy; familial isolated restrictive cardiomyopathy; dilated cardiomyopathy	False	0		0			0	0	0	0	0	unavailable
ENSMUSG00000013465	Nelfb	ENSG00000188986	NELFB	immune_fibrotic_adverse	32.772981709053944	True	0.06640876853642812	0.09990702083702174	immune_fibrotic_activation_score	0.08137616175186481	0.04154240886419823	100	0.035891190014267764	0.04884852746165171	0.04950495049504951	0.18181818181818182	9.599153166513767	single-section within-human spatial support; not external validation	True	Database Ubiquitination; Half-life Data; Structure with Ligand	PR; SM	0.0025870589827929123	cardiomyopathy	True	0		0			0	0	0	0	0	unavailable
ENSMUSG00000041616	Nppa	ENSG00000175206	NPPA	mechanical_adverse	38.80541503902978	True	0.9961315280464217	4.693262399632448	mechanical_border_score	0.7740223088148209	0.6164951032333927	100	0.16084532522058176	0.2900384820861383	0.009900990099009901	0.3096774193548387	17.121553207727636	single-section within-human spatial support; not external validation	True	Druggable Family; GO CC high conf; Small Molecule Binder; UniProt SigP or TMHMM; UniProt loc high conf; UniProt loc med conf	AB; PR; SM	0.16104292436227638	coronary artery disorder; congestive heart failure; familial dilated cardiomyopathy; hypertrophic cardiomyopathy; myocardial infarction; acute myocardial infarction; Rare familial disorder with hypertrophic cardiomyopathy; familial isolated dilated cardiomyopathy	False	0		0	CHEMBL1293193	SINGLE PROTEIN	0	4	1	4	0.0	available
ENSMUSG00000030551	Nr2f2	ENSG00000185551	NR2F2	immune_fibrotic_adverse	33.6508020525784	True	0.1450676982591876	0.23945379824132826	immune_fibrotic_activation_score	0.12821723595700962	0.06468263515993301	100	0.2268146881334582	0.4126592222182379	0.1782178217821782	0.17391304347826086	6.160607763568144	single-section within-human spatial support; not external validation	True	Database Ubiquitination; Druggable Family; Small Molecule Binder	PR; SM	0.23575273567230748	cardiomyopathy	False	4	Decreased fertility in the adult, Decreased sperm quantity and/or quality in the adult testis; Decreased sperm quantity / quality in the adult, Decreased fertility	0	CHEMBL1961790	SINGLE PROTEIN	0	6	1	6	0.0	available
ENSMUSG00000029148	Nrbp1	ENSG00000115216	NRBP1	immune_fibrotic_adverse	34.820767800850454	True	0.17150225660863957	0.2568696014984214	immune_fibrotic_activation_score	0.13238544978407385	0.04037561504054394	100	0.12845863373208874	0.2348737351604781	0.3564356435643564	0.07407407407407407	5.386905291297036	single-section within-human spatial support; not external validation	True	Database Ubiquitination; Druggable Family; Half-life Data	PR; SM	0.0		True	0		0			0	0	0	0	0	unavailable
ENSMUSG00000027750	Postn	ENSG00000133110	POSTN	mechanical_adverse	29.198280858968932	True	0.7749838813668601	2.0898265672102747	mechanical_border_score	0.3465403417097648	0.3477422029041798	100	0.21018571834866126	0.4301479370625622	0.039603960396039604	0.06557377049180328	11.603832214193016	single-section within-human spatial support; not external validation	True	GO CC high conf; Structure with Ligand; UniProt SigP or TMHMM; UniProt loc high conf	AB; SM	0.10307952468636566	coronary artery disorder; myocardial infarction; familial dilated cardiomyopathy	False	0		0			0	1	1	1	0.0	available
ENSMUSG00000004207	Psap	ENSG00000197746	PSAP	scar_repair_associated	38.39131070917246	True	0.7969052224371374	1.9946238058590808	fibroblast_scar_repair_score	0.31008496267738733	0.2525213452401808	100	0.15861208231875823	0.24176838619704275	0.019801980198019802	0.10483870967741936	11.699219453483678	single-section within-human spatial support; not external validation	True	Database Ubiquitination; GO CC high conf; Half-life Data; High-Quality Pocket; Small Molecule Binder; Structure with Ligand; UniProt SigP or TMHMM; UniProt loc med conf	AB; PR; SM	0.0		False	0		0	CHEMBL3580523	SINGLE PROTEIN	0	0	0	0	0	unavailable
ENSMUSG00000000740	Rpl13	ENSG00000167526	RPL13	scar_repair_associated	37.65958605429243	True	0.9393939393939394	2.9898918128499665	fibroblast_scar_repair_score	0.3933874294533236	0.3136231516699083	100	0.2616540484503711	0.5417062689323805	0.04950495049504951	0.0958904109589041	12.127447864391174	single-section within-human spatial support; not external validation	True	Advanced Clinical; Approved Drug; Database Ubiquitination; Half-life Data; High-Quality Ligand; Small Molecule Binder; Structure with Ligand; UniProt Ubiquitination	OC; PR; SM	0.0035110086195046675	coronary artery disorder	True	0		5	CHEMBL6066931	SINGLE PROTEIN	0	11	2	16	0.0	available
ENSMUSG00000074129	Rpl13a	ENSG00000142541	RPL13A	scar_repair_associated	37.7420342590863	True	0.9335912314635719	2.796131101536147	fibroblast_scar_repair_score	0.3935477807212359	0.27275036508337774	100	0.19622893997444343	0.2860100702965747	0.039603960396039604	0.08275862068965517	12.023355649844657	single-section within-human spatial support; not external validation	True	Advanced Clinical; Approved Drug; Database Ubiquitination; Half-life Data; High-Quality Ligand; Small Molecule Binder; Structure with Ligand	OC; PR; SM	0.00406537840153172	myocardial infarction	True	0		5	CHEMBL6066905	SINGLE PROTEIN	0	9	2	14	0.0	available
ENSMUSG00000061983	Rps12	ENSG00000112306	RPS12	scar_repair_associated	37.88715533242373	True	0.9194068343004513	2.8090096735708907	fibroblast_scar_repair_score	0.39767978547614263	0.28386536924971745	100	0.18274583791880689	0.37712904448160817	0.039603960396039604	0.11888111888111888	12.337127663905807	single-section within-human spatial support; not external validation	True	Advanced Clinical; Approved Drug; Database Ubiquitination; Half-life Data; High-Quality Ligand; Small Molecule Binder; Structure with Ligand	OC; PR; SM	0.0		True	0		5	CHEMBL6066936	SINGLE PROTEIN	0	9	2	14	0.0	available
ENSMUSG00000040952	Rps19	ENSG00000105372	RPS19	scar_repair_associated	37.57389850068292	True	0.8704061895551257	2.375371080196804	fibroblast_scar_repair_score	0.3594744353842829	0.22139040890503517	100	0.16786957181067874	0.3253499332832576	0.039603960396039604	0.13333333333333333	12.223513278972364	single-section within-human spatial support; not external validation	True	Advanced Clinical; Approved Drug; Database Ubiquitination; Half-life Data; High-Quality Ligand; Small Molecule Binder; Structure with Ligand	OC; PR; SM	0.04957775462497955	coronary artery bypass	True	0		5	CHEMBL6066908	SINGLE PROTEIN	0	16	2	21	0.0	available
ENSMUSG00000001833	Sept7	ENSG00000122545	SEPTIN7	immune_fibrotic_adverse	33.680231888547844	True	0.30947775628626695	0.5085258657785423	immune_fibrotic_activation_score	0.14195680777723846	0.029277394927409578	100	0.1799723191536558	0.3323809445411731	0.45544554455445546	0.14583333333333334	6.018407513330097	single-section within-human spatial support; not external validation	True	Database Ubiquitination; High-Quality Pocket; Structure with Ligand	PR; SM	0.019365983154075388	coronary artery disorder; heart failure; cardiomyopathy	False	0		0	CHEMBL6067068	SINGLE PROTEIN	0	0	0	0	0	unavailable
