scenario	human_gene_name	mouse_component	human_component	pharmacology_component	penalty_component	scenario_score	scenario_rank	top10	median_rank_all_scenarios	rank_range_all_scenarios	top10_frequency_all_scenarios
mouse_weight_125pct	FSTL1	46.885005711875245	13.775023681378507	0.9503446510206115	14.0	47.610374044274366	84	False	84.0	62-92	0.0
mouse_weight_125pct	ITGB1	46.17215550488324	5.943079944022225	9.5	15.0	46.615235448905466	85	False	86.0	63-92	0.0
mouse_weight_125pct	SORBS2	45.01687366218217	9.942743305107754	3.599731083004312	12.0	46.55934805029424	86	False	85.0	72-87	0.0
mouse_weight_125pct	SLC6A6	43.51184741754727	5.906400145258589	8.336859220772505	12.0	45.75510678357836	87	False	87.0	73-89	0.0
mouse_weight_125pct	CASQ2	42.76054935060063	12.400284238389922	2.252475699396435	12.0	45.413309288386984	88	False	88.0	75-91	0.0
mouse_weight_125pct	TGFBR2	45.09658324267534	7.810770907147257	5.5	13.0	45.407354149822595	89	False	89.0	73-90	0.0
mouse_weight_125pct	LOX	47.59128066951177	8.216561043764852	8.849266211611926	20.0	44.65710792488855	90	False	90.0	46-93	0.0
mouse_weight_125pct	SMPX	45.3749750228566	9.54839073443462	0.8531882898651648	12.0	43.77655404715639	91	False	91.0	79-91	0.0
mouse_weight_125pct	XIRP2	46.72679823098383	6.978885873872303	0.8874035921687083	12.0	42.59308769702484	92	False	92.0	84-95	0.0
mouse_weight_125pct	CRIP2	43.74116575427276	9.962888272068437	0.12417883117405981	12.0	41.82823285751525	93	False	93.0	82-94	0.0
mouse_weight_125pct	CKB	44.935964455565944	4.339635126645433	3.837823325377173	12.0	41.11342290758855	94	False	94.0	80-96	0.0
mouse_weight_125pct	MYL6	46.89994167714454	12.799369007893063	0.10643899814919411	20.0	39.8057496831868	95	False	96.0	69-96	0.0
mouse_weight_125pct	POSTN	36.49785107371117	11.603832214193016	5.736954296236388	16.0	37.83863758414057	96	False	95.0	81-96	0.0
mouse_weight_125pct	CTHRC1	45.67573316644986	7.47156519857569	1.0672444664800795	20.0	34.214542831505625	97	False	97.0	87-97	0.0
human_weight_75pct	COL6A1	37.35714096737006	10.842248566589232	24.0	4.0	68.19938953395929	1	True	1.0	1-7	1.0
human_weight_75pct	CD74	38.246395779255145	9.879357987298302	20.0	0.0	68.12575376655344	2	True	2.0	1-10	1.0
human_weight_75pct	COL6A2	37.11388253125003	10.267220411864097	24.49645966091785	4.0	67.87756260403197	3	True	3.0	2-8	1.0
human_weight_75pct	FN1	38.42100883309308	12.509047016717686	30.0	14.0	66.93005584981077	4	True	4.0	1-26	0.9473684210526315
human_weight_75pct	MYH7	37.141655837024786	11.046707053179846	30.0	15.0	63.18836289020463	5	True	5.0	2-64	0.9473684210526315
human_weight_75pct	COL18A1	37.59280026623878	9.371961152383035	25.813443833940156	10.0	62.778205252561975	6	True	6.0	5-34	0.9473684210526315
human_weight_75pct	TNFRSF12A	35.364703672593905	7.133982138020699	18.669937898515077	0.0	61.168623709129676	7	True	9.0	5-18	0.9473684210526315
human_weight_75pct	COL5A1	38.09648599864171	10.499471544960201	26.412247207510944	14.0	61.00820475111286	8	True	7.0	4-53	0.8947368421052632
human_weight_75pct	COL3A1	38.30561679246617	12.457101697580617	24.0	15.0	59.76271849004678	9	True	8.0	3-37	0.7894736842105263
human_weight_75pct	LOXL2	34.71505115627345	4.956040740197588	18.886991651243285	0.0	58.55808354771432	10	True	12.0	7-33	0.15789473684210525
human_weight_75pct	TNNT2	35.64486586272267	10.661361235632056	26.0	14.0	58.306227098354725	11	False	10.0	6-69	0.631578947368421
human_weight_75pct	MT-ND4	33.74725470251237	10.824189285471558	16.651204014595372	3.0	58.2226480025793	12	False	11.0	6-16	0.3157894736842105
human_weight_75pct	MT-ND5	33.84099040956678	10.098894557644483	15.647967533414494	3.0	56.58785250062576	13	False	13.0	9-19	0.05263157894736842
human_weight_75pct	VIM	37.77622878697581	9.68762995725464	18.870442863965017	10.0	56.33430160819546	14	False	14.0	11-27	0.0
human_weight_75pct	CSF1	35.68213445869026	3.4726311684581037	18.0	1.0	56.15476562714836	15	False	16.0	9-47	0.05263157894736842
human_weight_75pct	ENG	34.80176886679815	7.312774434479715	20.888693907032213	8.0	55.003237208310075	16	False	15.0	12-66	0.0
human_weight_75pct	IL1B	31.410083711419297	0.4586519883545539	25.554570149158685	3.0	54.423305848932536	17	False	18.0	6-88	0.05263157894736842
human_weight_75pct	CXCL12	37.58499380577856	9.259313968831188	23.00647066125395	18.0	51.8507784358637	18	False	17.0	9-85	0.05263157894736842
human_weight_75pct	TGFB1	35.12623295523657	5.478376594674989	25.01240803954329	14.0	51.617017589454846	19	False	21.0	14-90	0.0
human_weight_75pct	LY6E	35.32799135935423	4.8491120105216	10.880861287342233	0.0	51.057964657218065	20	False	23.0	18-62	0.0
human_weight_75pct	IGFBP7	37.830678240975146	10.371175191380063	2.8069353040487472	0.0	51.00878873640396	21	False	19.0	1-52	0.05263157894736842
human_weight_75pct	COL1A2	38.386077584488724	13.27694418817175	11.5	14.0	49.16302177266047	22	False	20.0	13-42	0.0
human_weight_75pct	ACTB	39.10567123443498	10.873428721037072	10.5	12.0	48.47909995547205	23	False	24.0	17-31	0.0
human_weight_75pct	TGM2	35.355903759158416	6.895247421570308	6.143194604301974	0.0	48.3943457850307	24	False	26.0	8-67	0.05263157894736842
human_weight_75pct	COL1A1	38.43757856171216	13.388132511190001	11.5	15.0	48.32571107290216	25	False	22.0	12-44	0.0
human_weight_75pct	ITGA1	32.96101071902872	5.045467336530004	10.225260375235125	0.0	48.23173843079385	26	False	30.0	21-71	0.0
human_weight_75pct	EEF1A1	38.10046553330683	10.404334228877483	10.5	12.0	47.00479976218431	27	False	27.0	21-40	0.0
human_weight_75pct	VCAN	35.20374769348478	9.367772106867681	2.3590800757292816	0.0	46.93059987608174	28	False	29.0	4-70	0.05263157894736842
human_weight_75pct	RPS19	37.57389850068292	9.167634959229273	12.094933055499755	12.0	46.836466515411956	29	False	31.0	23-57	0.0
human_weight_75pct	ACTC1	36.37650537938125	11.953668273341378	10.5	12.0	46.83017365272263	30	False	25.0	20-46	0.0
human_weight_75pct	RPS12	37.88715533242373	9.252845747929356	11.5	12.0	46.64000108035309	31	False	33.0	25-51	0.0
human_weight_75pct	RPL13A	37.7420342590863	9.017516737383492	11.54878454081838	12.0	46.30833553728818	32	False	35.0	28-59	0.0
human_weight_75pct	RPL13	37.65958605429243	9.09558589829338	11.542132103434056	12.0	46.29730405601987	33	False	34.0	27-58	0.0
human_weight_75pct	TNNC1	34.20368750243199	8.407557583141777	15.5	12.0	46.11124508557377	34	False	37.0	27-81	0.0
human_weight_75pct	NPPA	38.80541503902978	12.841164905795727	6.432515092347316	12.0	46.07909503717283	35	False	28.0	11-60	0.0
human_weight_75pct	CRYAB	36.75006911126382	11.26746286587196	10.0	12.0	46.01753197713578	36	False	32.0	24-49	0.0
human_weight_75pct	ACTA1	36.95945351433853	10.926612199433443	9.768616573857674	12.0	45.65468228762964	37	False	36.0	29-50	0.0
human_weight_75pct	IGFBP3	32.63227153147795	7.275123589671601	5.406377223361061	0.0	45.31377234451061	38	False	39.0	15-77	0.0
human_weight_75pct	STK10	33.7289289245147	5.588781999146559	5.5	0.0	44.81771092366126	39	False	41.0	25-80	0.0
human_weight_75pct	ACTG1	37.639664767812874	9.600245021539331	10.5	13.0	44.739909789352204	40	False	38.0	30-61	0.0
human_weight_75pct	CCR2	33.771147530522995	0.6080156435951685	20.0	10.0	44.37916317411816	41	False	54.0	20-95	0.0
human_weight_75pct	THBS4	36.216896649547394	8.81180660660415	2.6136912421525555	4.0	43.6423944983041	42	False	42.0	10-68	0.05263157894736842
human_weight_75pct	EMP1	36.75728514517308	5.139520132834431	1.5	0.0	43.396805278007506	43	False	47.0	12-85	0.0
human_weight_75pct	TPM1	35.35677897104673	10.973604588897711	9.0	12.0	43.33038355994444	44	False	40.0	34-66	0.0
human_weight_75pct	DES	37.64552808154198	9.914445284884692	7.5	12.0	43.059973366426675	45	False	43.0	35-62	0.0
human_weight_75pct	SNX3	34.89219551682361	3.8907719307804713	3.8914266094995007	0.0	42.674394057103584	46	False	56.0	26-90	0.0
human_weight_75pct	TTN	34.59682832373414	9.485095993187153	10.5	12.0	42.58192431692129	47	False	45.0	39-73	0.0
human_weight_75pct	TMSB4X	37.96694556211271	9.229769726725156	5.289444744397804	10.0	42.48616003323567	48	False	46.0	31-59	0.0
human_weight_75pct	C1QA	38.95967826083008	8.735874537797944	4.5	10.0	42.19555279862803	49	False	48.0	28-65	0.0
human_weight_75pct	FLNC	36.34879388844653	8.794959581038277	9.0	12.0	42.14375346948481	50	False	49.0	41-67	0.0
human_weight_75pct	ANKRD1	37.97316663317157	11.546263254227902	4.569697831738097	12.0	42.08912771913757	51	False	44.0	22-75	0.0
human_weight_75pct	DCN	36.76487280797725	7.816564664296994	1.5	4.0	42.081437472274246	52	False	52.0	13-76	0.0
human_weight_75pct	IGFBP4	38.61181952565766	8.339803390290278	4.984913797696352	10.0	41.93653671364429	53	False	51.0	40-66	0.0
human_weight_75pct	APOE	39.37365229505947	8.037451585443751	10.5	16.0	41.91110388050322	54	False	53.0	32-76	0.0
human_weight_75pct	MYBPC3	36.26427856240813	9.982233719128157	7.5	12.0	41.74651228153628	55	False	50.0	42-68	0.0
human_weight_75pct	NR2F2	33.6508020525784	4.620455822676108	7.32903282806769	4.0	41.600290703322194	56	False	61.0	37-78	0.0
human_weight_75pct	SEPTIN7	33.680231888547844	4.513805634997573	3.2323917978489045	0.0	41.42642932139432	57	False	64.0	38-93	0.0
human_weight_75pct	ELOB	35.013920989460004	3.969340122179199	4.035479666049731	2.0	41.01874077768893	58	False	67.0	36-88	0.0
human_weight_75pct	NELFB	32.772981709053944	7.199364874885326	3.031044707793515	2.0	41.00339129173278	59	False	60.0	29-83	0.0
human_weight_75pct	TIMP2	38.947803119879836	8.709012991455396	4.176224986734419	11.0	40.83304109806965	60	False	59.0	44-74	0.0
human_weight_75pct	LDB3	34.222869361419846	9.490351724293836	9.0	12.0	40.713221085713684	61	False	57.0	43-74	0.0
human_weight_75pct	CSRP3	36.69185122056544	9.885572269145829	6.0	12.0	40.577423489711265	62	False	58.0	44-74	0.0
human_weight_75pct	HSPB1	36.554304508452994	7.121346697724626	8.575507004710767	12.0	40.251158210888384	63	False	65.0	50-77	0.0
human_weight_75pct	ZNF703	35.32426596378708	3.3488881703190083	1.5	0.0	40.173154134106085	64	False	71.0	38-96	0.0
human_weight_75pct	PSAP	38.39131070917246	8.774414590112759	3.0	10.0	40.165725299285214	65	False	62.0	33-75	0.0
human_weight_75pct	CILP	36.32020344733499	6.841163186994258	0.9039923245587804	4.0	40.06535895888803	66	False	66.0	21-82	0.0
human_weight_75pct	DYNC1H1	34.92318662951692	4.022240883965645	3.0	2.0	39.945427513482564	67	False	72.0	41-91	0.0
human_weight_75pct	TGFBR1	36.916774402522904	5.016625437316792	18.0	20.0	39.933399839839694	68	False	69.0	26-97	0.0
human_weight_75pct	CYRIA	32.500018606556004	7.373983670200625	0.0	0.0	39.87400227675663	69	False	68.0	16-94	0.0
human_weight_75pct	SPARC	38.24742147071093	12.967085044512897	2.523339371447697	14.0	39.73784588667153	70	False	55.0	20-84	0.0
human_weight_75pct	ACTA2	38.58170232617402	10.4154442275839	0.5327271857367166	10.0	39.52987373949463	71	False	63.0	14-77	0.0
human_weight_75pct	DMAP1	33.27431220026157	4.959988429790316	3.06208941558703	2.0	39.296390045638915	72	False	74.0	51-92	0.0
human_weight_75pct	ACTN2	34.49492910548819	7.459975296874419	9.0	12.0	38.95490440236261	73	False	70.0	55-83	0.0
human_weight_75pct	NRBP1	34.820767800850454	4.040178968472777	2.0	2.0	38.860946769323235	74	False	77.0	48-95	0.0
human_weight_75pct	GNG11	33.7889901713773	4.795375557019153	0.04434958256216422	0.0	38.62871531095862	75	False	76.0	32-97	0.0
human_weight_75pct	HSPB7	36.68943150639182	8.02926688421912	5.571356912631749	12.0	38.29005530324269	76	False	73.0	58-78	0.0
human_weight_75pct	MB	33.77651474837653	10.506426123737514	4.893273398342892	12.0	37.17621427045693	77	False	75.0	61-85	0.0
human_weight_75pct	MYOZ2	33.77845174270693	8.805715082482685	6.0	12.0	36.58416682518961	78	False	80.0	66-82	0.0
human_weight_75pct	THBS2	39.19078493827794	8.105570008306474	2.9527802188472454	14.0	36.24913516543166	79	False	81.0	59-90	0.0
human_weight_75pct	AEBP1	38.975107108703796	10.762239838492055	0.23383179127724157	14.0	35.97117873847309	80	False	79.0	46-89	0.0
human_weight_75pct	ITGB1	36.93772440390659	4.457309958016669	9.5	15.0	35.895034361923265	81	False	86.0	63-92	0.0
human_weight_75pct	BGN	38.18319495707481	11.607695705401628	0.0	14.0	35.79089066247644	82	False	78.0	43-93	0.0
human_weight_75pct	FBLN2	37.76392910916151	9.691201996745136	2.192970070235607	14.0	35.648101176142255	83	False	82.0	60-87	0.0
human_weight_75pct	SLC6A6	34.809477934037815	4.429800108943942	8.336859220772505	12.0	35.57613726375426	84	False	87.0	73-89	0.0
human_weight_75pct	SORBS2	36.01349892974574	7.457057478830816	3.599731083004312	12.0	35.07028749158087	85	False	85.0	72-87	0.0
human_weight_75pct	FBLN1	37.87291719664806	9.750472932701497	1.4041392900611847	14.0	35.02752941941074	86	False	83.0	63-88	0.0
human_weight_75pct	FSTL1	37.508004569500194	10.33126776103388	0.9503446510206115	14.0	34.78961698155469	87	False	84.0	62-92	0.0
human_weight_75pct	TGFBR2	36.07726659414027	5.858078180360442	5.5	13.0	34.43534477450071	88	False	89.0	73-90	0.0
human_weight_75pct	CASQ2	34.2084394804805	9.300213178792442	2.252475699396435	12.0	33.761128358669374	89	False	88.0	75-91	0.0
human_weight_75pct	LOX	38.07302453560941	6.162420782823639	8.849266211611926	20.0	33.08471153004498	90	False	90.0	46-93	0.0
human_weight_75pct	SMPX	36.29998001828528	7.1612930508259645	0.8531882898651648	12.0	32.31446135897641	91	False	91.0	79-91	0.0
human_weight_75pct	XIRP2	37.38143858478706	5.234164405404227	0.8874035921687083	12.0	31.50300658236	92	False	92.0	84-95	0.0
human_weight_75pct	CKB	35.948771564452755	3.254726344984075	3.837823325377173	12.0	31.041321234814006	93	False	94.0	80-96	0.0
human_weight_75pct	CRIP2	34.992932603418204	7.4721662040513275	0.12417883117405981	12.0	30.589277638643587	94	False	93.0	82-94	0.0
human_weight_75pct	POSTN	29.198280858968932	8.702874160644761	5.736954296236388	16.0	27.638109315850087	95	False	95.0	81-96	0.0
human_weight_75pct	MYL6	37.519953341715635	9.599526755919797	0.10643899814919411	20.0	27.225919095784626	96	False	96.0	69-96	0.0
human_weight_75pct	CTHRC1	36.54058653315989	5.603673898931768	1.0672444664800795	20.0	23.211504898571732	97	False	97.0	87-97	0.0
human_weight_125pct	COL6A1	37.35714096737006	18.07041427764872	24.0	4.0	75.42755524501878	1	True	1.0	1-7	1.0
human_weight_125pct	FN1	38.42100883309308	20.848411694529474	30.0	14.0	75.26942052762256	2	True	4.0	1-26	0.9473684210526315
human_weight_125pct	COL6A2	37.11388253125003	17.112034019773496	24.49645966091785	4.0	74.72237621194137	3	True	3.0	2-8	1.0
human_weight_125pct	CD74	38.246395779255145	16.46559664549717	20.0	0.0	74.71199242475231	4	True	2.0	1-10	1.0
human_weight_125pct	MYH7	37.141655837024786	18.41117842196641	30.0	15.0	70.5528342589912	5	True	5.0	2-64	0.9473684210526315
human_weight_125pct	COL18A1	37.59280026623878	15.619935253971724	25.813443833940156	10.0	69.02617935415066	6	True	6.0	5-34	0.9473684210526315
human_weight_125pct	COL3A1	38.30561679246617	20.76183616263436	24.0	15.0	68.06745295510052	7	True	8.0	3-37	0.7894736842105263
human_weight_125pct	COL5A1	38.09648599864171	17.499119241600333	26.412247207510944	14.0	68.00785244775298	8	True	7.0	4-53	0.8947368421052632
human_weight_125pct	TNFRSF12A	35.364703672593905	11.8899702300345	18.669937898515077	0.0	65.92461180114348	9	True	9.0	5-18	0.9473684210526315
human_weight_125pct	MT-ND4	33.74725470251237	18.04031547578593	16.651204014595372	3.0	65.43877419289367	10	True	11.0	6-16	0.3157894736842105
human_weight_125pct	TNNT2	35.64486586272267	17.768935392720092	26.0	14.0	65.41380125544276	11	False	10.0	6-69	0.631578947368421
human_weight_125pct	MT-ND5	33.84099040956678	16.831490929407472	15.647967533414494	3.0	63.32044887238874	12	False	13.0	9-19	0.05263157894736842
human_weight_125pct	VIM	37.77622878697581	16.14604992875773	18.870442863965017	10.0	62.792721579698565	13	False	14.0	11-27	0.0
human_weight_125pct	LOXL2	34.71505115627345	8.260067900329313	18.886991651243285	0.0	61.86211070784604	14	False	12.0	7-33	0.15789473684210525
human_weight_125pct	ENG	34.80176886679815	12.187957390799527	20.888693907032213	8.0	59.87842016462989	15	False	15.0	12-66	0.0
human_weight_125pct	CSF1	35.68213445869026	5.787718614096839	18.0	1.0	58.469853072787096	16	False	16.0	9-47	0.05263157894736842
human_weight_125pct	CXCL12	37.58499380577856	15.43218994805198	23.00647066125395	18.0	58.02365441508448	17	False	17.0	9-85	0.05263157894736842
human_weight_125pct	COL1A2	38.386077584488724	22.12824031361958	11.5	14.0	58.0143178981083	18	False	20.0	13-42	0.0
human_weight_125pct	IGFBP7	37.830678240975146	17.28529198563344	2.8069353040487472	0.0	57.92290553065733	19	False	19.0	1-52	0.05263157894736842
human_weight_125pct	COL1A1	38.43757856171216	22.31355418531667	11.5	15.0	57.251132747028834	20	False	22.0	12-44	0.0
human_weight_125pct	ACTB	39.10567123443498	18.12238120172845	10.5	12.0	55.72805243616344	21	False	24.0	17-31	0.0
human_weight_125pct	TGFB1	35.12623295523657	9.130627657791647	25.01240803954329	14.0	55.2692686525715	22	False	21.0	14-90	0.0
human_weight_125pct	ACTC1	36.37650537938125	19.92278045556896	10.5	12.0	54.79928583495021	23	False	25.0	20-46	0.0
human_weight_125pct	IL1B	31.410083711419297	0.7644199805909231	25.554570149158685	3.0	54.729073841168905	24	False	18.0	6-88	0.05263157894736842
human_weight_125pct	NPPA	38.80541503902978	21.401941509659544	6.432515092347316	12.0	54.63987164103665	25	False	28.0	11-60	0.0
human_weight_125pct	LY6E	35.32799135935423	8.081853350869334	10.880861287342233	0.0	54.2907059975658	26	False	23.0	18-62	0.0
human_weight_125pct	EEF1A1	38.10046553330683	17.34055704812914	10.5	12.0	53.94102258143597	27	False	27.0	21-40	0.0
human_weight_125pct	CRYAB	36.75006911126382	18.779104776453266	10.0	12.0	53.52917388771709	28	False	32.0	24-49	0.0
human_weight_125pct	VCAN	35.20374769348478	15.612953511446134	2.3590800757292816	0.0	53.175781280660196	29	False	29.0	4-70	0.05263157894736842
human_weight_125pct	TGM2	35.355903759158416	11.492079035950514	6.143194604301974	0.0	52.99117739941091	30	False	26.0	8-67	0.05263157894736842
human_weight_125pct	RPS19	37.57389850068292	15.279391598715454	12.094933055499755	12.0	52.94822315489813	31	False	31.0	23-57	0.0
human_weight_125pct	ACTA1	36.95945351433853	18.211020332389072	9.768616573857674	12.0	52.93909042058527	32	False	36.0	29-50	0.0
human_weight_125pct	RPS12	37.88715533242373	15.421409579882258	11.5	12.0	52.808564912306	33	False	33.0	25-51	0.0
human_weight_125pct	RPL13	37.65958605429243	15.159309830488967	11.542132103434056	12.0	52.361027988215454	34	False	34.0	27-58	0.0
human_weight_125pct	RPL13A	37.7420342590863	15.029194562305822	11.54878454081838	12.0	52.3200133622105	35	False	35.0	28-59	0.0
human_weight_125pct	TNNC1	34.20368750243199	14.012595971902964	15.5	12.0	51.71628347433496	36	False	37.0	27-81	0.0
human_weight_125pct	ITGA1	32.96101071902872	8.409112227550008	10.225260375235125	0.0	51.595383321813856	37	False	30.0	21-71	0.0
human_weight_125pct	ACTG1	37.639664767812874	16.00040836923222	10.5	13.0	51.14007313704509	38	False	38.0	30-61	0.0
human_weight_125pct	TPM1	35.35677897104673	18.289340981496185	9.0	12.0	50.64611995254292	39	False	40.0	34-66	0.0
human_weight_125pct	IGFBP3	32.63227153147795	12.125205982786003	5.406377223361061	0.0	50.163854737625016	40	False	39.0	15-77	0.0
human_weight_125pct	ANKRD1	37.97316663317157	19.243772090379835	4.569697831738097	12.0	49.786636555289505	41	False	44.0	22-75	0.0
human_weight_125pct	DES	37.64552808154198	16.524075474807823	7.5	12.0	49.669603556349806	42	False	43.0	35-62	0.0
human_weight_125pct	THBS4	36.216896649547394	14.686344344340252	2.6136912421525555	4.0	49.516932236040205	43	False	42.0	10-68	0.05263157894736842
human_weight_125pct	TTN	34.59682832373414	15.80849332197859	10.5	12.0	48.905321645712725	44	False	45.0	39-73	0.0
human_weight_125pct	TMSB4X	37.96694556211271	15.382949544541926	5.289444744397804	10.0	48.63933985105245	45	False	46.0	31-59	0.0
human_weight_125pct	STK10	33.7289289245147	9.314636665244265	5.5	0.0	48.54356558975896	46	False	41.0	25-80	0.0
human_weight_125pct	MYBPC3	36.26427856240813	16.637056198546926	7.5	12.0	48.40133476095505	47	False	50.0	42-68	0.0
human_weight_125pct	SPARC	38.24742147071093	21.611808407521494	2.523339371447697	14.0	48.382569249680124	48	False	55.0	20-84	0.0
