scenario	human_gene_name	mouse_component	human_component	pharmacology_component	penalty_component	scenario_score	scenario_rank	top10	median_rank_all_scenarios	rank_range_all_scenarios	top10_frequency_all_scenarios
pharmacology_weight_125pct	COL3A1	38.30561679246617	16.60946893010749	30.0	15.0	69.91508572257365	8	True	8.0	3-37	0.7894736842105263
pharmacology_weight_125pct	TNNT2	35.64486586272267	14.215148314176075	32.5	14.0	68.36001417689874	9	True	10.0	6-69	0.631578947368421
pharmacology_weight_125pct	TNFRSF12A	35.364703672593905	9.5119761840276	23.337422373143845	0.0	68.21410222976536	10	True	9.0	5-18	0.9473684210526315
pharmacology_weight_125pct	MT-ND4	33.74725470251237	14.432252380628745	20.814005018244217	3.0	65.99351210138533	11	False	11.0	6-16	0.3157894736842105
pharmacology_weight_125pct	LOXL2	34.71505115627345	6.6080543202634505	23.608739564054105	0.0	64.931845040591	12	False	12.0	7-33	0.15789473684210525
pharmacology_weight_125pct	VIM	37.77622878697581	12.916839943006185	23.588053579956274	10.0	64.28112230993827	13	False	14.0	11-27	0.0
pharmacology_weight_125pct	MT-ND5	33.84099040956678	13.465192743525977	19.559959416768116	3.0	63.86614256986087	14	False	13.0	9-19	0.05263157894736842
pharmacology_weight_125pct	ENG	34.80176886679815	9.750365912639621	26.110867383790264	8.0	62.66300216322804	15	False	15.0	12-66	0.0
pharmacology_weight_125pct	CSF1	35.68213445869026	4.630174891277472	22.5	1.0	61.81230934996773	16	False	16.0	9-47	0.05263157894736842
pharmacology_weight_125pct	IL1B	31.410083711419297	0.6115359844727385	31.943212686448355	3.0	60.96483238234039	17	False	18.0	6-88	0.05263157894736842
pharmacology_weight_125pct	CXCL12	37.58499380577856	12.345751958441584	28.75808832656744	18.0	60.68883409078758	18	False	17.0	9-85	0.05263157894736842
pharmacology_weight_125pct	TGFB1	35.12623295523657	7.304502126233318	31.26551004942911	14.0	59.696245130899	19	False	21.0	14-90	0.0
pharmacology_weight_125pct	COL1A2	38.386077584488724	17.702592250895666	14.375	14.0	56.463669835384394	20	False	20.0	13-42	0.0
pharmacology_weight_125pct	COL1A1	38.43757856171216	17.850843348253335	14.375	15.0	55.66342190996549	21	False	22.0	12-44	0.0
pharmacology_weight_125pct	LY6E	35.32799135935423	6.465482680695467	13.601076609177792	0.0	55.39455064922748	22	False	23.0	18-62	0.0
pharmacology_weight_125pct	IGFBP7	37.830678240975146	13.82823358850675	3.508669130060934	0.0	55.16758095954283	23	False	19.0	1-52	0.05263157894736842
pharmacology_weight_125pct	ACTB	39.10567123443498	14.497904961382762	13.125	12.0	54.72857619581774	24	False	24.0	17-31	0.0
pharmacology_weight_125pct	ACTC1	36.37650537938125	15.93822436445517	13.125	12.0	53.43972974383642	25	False	25.0	20-46	0.0
pharmacology_weight_125pct	EEF1A1	38.10046553330683	13.87244563850331	13.125	12.0	53.09791117181014	26	False	27.0	21-40	0.0
pharmacology_weight_125pct	RPS19	37.57389850068292	12.223513278972364	15.118666319374693	12.0	52.916078099029974	27	False	31.0	23-57	0.0
pharmacology_weight_125pct	TNNC1	34.20368750243199	11.21007677752237	19.375	12.0	52.788764279954364	28	False	37.0	27-81	0.0
pharmacology_weight_125pct	RPS12	37.88715533242373	12.337127663905807	14.375	12.0	52.599282996329535	29	False	33.0	25-51	0.0
pharmacology_weight_125pct	ITGA1	32.96101071902872	6.727289782040006	12.781575469043906	0.0	52.46987597011263	30	False	30.0	21-71	0.0
pharmacology_weight_125pct	CRYAB	36.75006911126382	15.023283821162615	12.5	12.0	52.273352932426434	31	False	32.0	24-49	0.0
pharmacology_weight_125pct	TGM2	35.355903759158416	9.19366322876041	7.678993255377468	0.0	52.22856024329629	32	False	26.0	8-67	0.05263157894736842
pharmacology_weight_125pct	RPL13	37.65958605429243	12.127447864391174	14.42766512929257	12.0	52.21469904797618	33	False	34.0	27-58	0.0
pharmacology_weight_125pct	RPL13A	37.7420342590863	12.023355649844657	14.435980676022975	12.0	52.201370584953935	34	False	35.0	28-59	0.0
pharmacology_weight_125pct	NPPA	38.80541503902978	17.121553207727636	8.040643865434145	12.0	51.96761211219156	35	False	28.0	11-60	0.0
pharmacology_weight_125pct	ACTA1	36.95945351433853	14.568816265911257	12.210770717322092	12.0	51.73904049757188	36	False	36.0	29-50	0.0
pharmacology_weight_125pct	VCAN	35.20374769348478	12.490362809156908	2.948850094661602	0.0	50.642960597303286	37	False	29.0	4-70	0.05263157894736842
pharmacology_weight_125pct	ACTG1	37.639664767812874	12.800326695385776	13.125	13.0	50.56499146319865	38	False	38.0	30-61	0.0
pharmacology_weight_125pct	CCR2	33.771147530522995	0.810687524793558	25.0	10.0	49.58183505531655	39	False	54.0	20-95	0.0
pharmacology_weight_125pct	TPM1	35.35677897104673	14.631472785196948	11.25	12.0	49.23825175624368	40	False	40.0	34-66	0.0
pharmacology_weight_125pct	IGFBP3	32.63227153147795	9.700164786228802	6.757971529201327	0.0	49.09040784690808	41	False	39.0	15-77	0.0
pharmacology_weight_125pct	TTN	34.59682832373414	12.646794657582872	13.125	12.0	48.36862298131701	42	False	45.0	39-73	0.0
pharmacology_weight_125pct	DES	37.64552808154198	13.219260379846258	9.375	12.0	48.239788461388244	43	False	43.0	35-62	0.0
pharmacology_weight_125pct	STK10	33.7289289245147	7.451709332195413	6.875	0.0	48.05563825671011	44	False	41.0	25-80	0.0
pharmacology_weight_125pct	FLNC	36.34879388844653	11.726612774717704	11.25	12.0	47.32540666316423	45	False	49.0	41-67	0.0
pharmacology_weight_125pct	THBS4	36.216896649547394	11.749075475472202	3.2671140526906943	4.0	47.23308617771029	46	False	42.0	10-68	0.05263157894736842
pharmacology_weight_125pct	APOE	39.37365229505947	10.716602113925003	13.125	16.0	47.21525440898448	47	False	53.0	32-76	0.0
pharmacology_weight_125pct	ANKRD1	37.97316663317157	15.395017672303869	5.712122289672621	12.0	47.08030659514806	48	False	44.0	22-75	0.0
pharmacology_weight_125pct	MYBPC3	36.26427856240813	13.309644958837541	9.375	12.0	46.948923521245675	49	False	50.0	42-68	0.0
pharmacology_weight_125pct	TMSB4X	37.96694556211271	12.306359635633541	6.611805930497256	10.0	46.88511112824351	50	False	46.0	31-59	0.0
pharmacology_weight_125pct	C1QA	38.95967826083008	11.647832717063926	5.625	10.0	46.23251097789401	51	False	48.0	28-65	0.0
pharmacology_weight_125pct	LDB3	34.222869361419846	12.653802299058448	11.25	12.0	46.126671660478294	52	False	57.0	43-74	0.0
pharmacology_weight_125pct	TGFBR1	36.916774402522904	6.688833916422389	22.5	20.0	46.105608318945286	53	False	69.0	26-97	0.0
pharmacology_weight_125pct	IGFBP4	38.61181952565766	11.119737853720371	6.23114224712044	10.0	45.96269962649847	54	False	51.0	40-66	0.0
pharmacology_weight_125pct	EMP1	36.75728514517308	6.852693510445908	1.875	0.0	45.48497865561899	55	False	47.0	12-85	0.0
pharmacology_weight_125pct	CSRP3	36.69185122056544	13.180763025527773	7.5	12.0	45.372614246093214	56	False	58.0	44-74	0.0
pharmacology_weight_125pct	DCN	36.76487280797725	10.422086219062658	1.875	4.0	45.061959027039904	57	False	52.0	13-76	0.0
pharmacology_weight_125pct	NR2F2	33.6508020525784	6.160607763568144	9.161291035084613	4.0	44.97270085123115	58	False	61.0	37-78	0.0
pharmacology_weight_125pct	SNX3	34.89219551682361	5.187695907707295	4.864283261874376	0.0	44.94417468640528	59	False	56.0	26-90	0.0
pharmacology_weight_125pct	TIMP2	38.947803119879836	11.612017321940527	5.2202812334180235	11.0	44.780101675238384	60	False	59.0	44-74	0.0
pharmacology_weight_125pct	HSPB1	36.554304508452994	9.4951289302995	10.719383755888458	12.0	44.76881719464095	61	False	65.0	50-77	0.0
pharmacology_weight_125pct	SPARC	38.24742147071093	17.289446726017196	3.1541742143096214	14.0	44.69104241103775	62	False	55.0	20-84	0.0
pharmacology_weight_125pct	NELFB	32.772981709053944	9.599153166513767	3.788805884741894	2.0	44.1609407603096	63	False	60.0	29-83	0.0
pharmacology_weight_125pct	PSAP	38.39131070917246	11.699219453483678	3.75	10.0	43.84053016265614	64	False	62.0	33-75	0.0
pharmacology_weight_125pct	SEPTIN7	33.680231888547844	6.018407513330097	4.04048974731113	0.0	43.73912914918907	65	False	64.0	38-93	0.0
pharmacology_weight_125pct	ACTN2	34.49492910548819	9.946633729165892	11.25	12.0	43.69156283465408	66	False	70.0	55-83	0.0
pharmacology_weight_125pct	ELOB	35.013920989460004	5.292453496238932	5.044349582562164	2.0	43.3507240682611	67	False	67.0	36-88	0.0
pharmacology_weight_125pct	ACTA2	38.58170232617402	13.887258970111866	0.6659089821708958	10.0	43.13487027845678	68	False	63.0	14-77	0.0
pharmacology_weight_125pct	CILP	36.32020344733499	9.121550915992344	1.1299904056984755	4.0	42.57174476902581	69	False	66.0	21-82	0.0
pharmacology_weight_125pct	HSPB7	36.68943150639182	10.705689178958828	6.964196140789686	12.0	42.359316826140336	70	False	73.0	58-78	0.0
pharmacology_weight_125pct	CYRIA	32.500018606556004	9.831978226934167	0.0	0.0	42.33199683349017	71	False	68.0	16-94	0.0
pharmacology_weight_125pct	DYNC1H1	34.92318662951692	5.362987845287527	3.75	2.0	42.03617447480445	72	False	72.0	41-91	0.0
pharmacology_weight_125pct	MB	33.77651474837653	14.008568164983352	6.116591747928615	12.0	41.901674661288496	73	False	75.0	61-85	0.0
pharmacology_weight_125pct	DMAP1	33.27431220026157	6.613317906387088	3.8276117694837875	2.0	41.715241876132445	74	False	74.0	51-92	0.0
pharmacology_weight_125pct	ZNF703	35.32426596378708	4.465184227092011	1.875	0.0	41.66445019087909	75	False	71.0	38-96	0.0
pharmacology_weight_125pct	MYOZ2	33.77845174270693	11.740953443310246	7.5	12.0	41.019405186017174	76	False	80.0	66-82	0.0
pharmacology_weight_125pct	NRBP1	34.820767800850454	5.386905291297036	2.5	2.0	40.70767309214749	77	False	77.0	48-95	0.0
pharmacology_weight_125pct	GNG11	33.7889901713773	6.393834076025538	0.05543697820270528	0.0	40.23826122560554	78	False	76.0	32-97	0.0
pharmacology_weight_125pct	ITGB1	36.93772440390659	5.943079944022225	11.875	15.0	39.755804347928816	79	False	86.0	63-92	0.0
pharmacology_weight_125pct	THBS2	39.19078493827794	10.807426677741965	3.6909752735590566	14.0	39.68918688957896	80	False	81.0	59-90	0.0
pharmacology_weight_125pct	BGN	38.18319495707481	15.476927607202171	0.0	14.0	39.66012256427698	81	False	78.0	43-93	0.0
pharmacology_weight_125pct	AEBP1	38.975107108703796	14.349653117989407	0.292289739096552	14.0	39.617049965789754	82	False	79.0	46-89	0.0
pharmacology_weight_125pct	FBLN2	37.76392910916151	12.921602662326848	2.7412125877945086	14.0	39.426744359282864	83	False	82.0	60-87	0.0
pharmacology_weight_125pct	SLC6A6	34.809477934037815	5.906400145258589	10.42107402596563	12.0	39.13695210526203	84	False	87.0	73-89	0.0
pharmacology_weight_125pct	FBLN1	37.87291719664806	13.000630576935329	1.7551741125764808	14.0	38.62872188615987	85	False	83.0	63-88	0.0
pharmacology_weight_125pct	FSTL1	37.508004569500194	13.775023681378507	1.1879308137757643	14.0	38.470959064654465	86	False	84.0	62-92	0.0
pharmacology_weight_125pct	SORBS2	36.01349892974574	9.942743305107754	4.49966385375539	12.0	38.455906088608884	87	False	85.0	72-87	0.0
pharmacology_weight_125pct	TGFBR2	36.07726659414027	7.810770907147257	6.875	13.0	37.76303750128753	88	False	89.0	73-90	0.0
pharmacology_weight_125pct	CASQ2	34.2084394804805	12.400284238389922	2.8155946242455436	12.0	37.424318343115964	89	False	88.0	75-91	0.0
pharmacology_weight_125pct	LOX	38.07302453560941	8.216561043764852	11.061582764514908	20.0	37.35116834388917	90	False	90.0	46-93	0.0
pharmacology_weight_125pct	SMPX	36.29998001828528	9.54839073443462	1.066485362331456	12.0	34.91485611505136	91	False	91.0	79-91	0.0
pharmacology_weight_125pct	XIRP2	37.38143858478706	6.978885873872303	1.1092544902108854	12.0	33.46957894887025	92	False	92.0	84-95	0.0
pharmacology_weight_125pct	CRIP2	34.992932603418204	9.962888272068437	0.15522353896757476	12.0	33.11104441445421	93	False	93.0	82-94	0.0
pharmacology_weight_125pct	CKB	35.948771564452755	4.339635126645433	4.7972791567214665	12.0	33.085685847819654	94	False	94.0	80-96	0.0
pharmacology_weight_125pct	POSTN	29.198280858968932	11.603832214193016	7.171192870295485	16.0	31.973305943457433	95	False	95.0	81-96	0.0
pharmacology_weight_125pct	MYL6	37.519953341715635	12.799369007893063	0.13304874768649264	20.0	30.45237109729519	96	False	96.0	69-96	0.0
pharmacology_weight_125pct	CTHRC1	36.54058653315989	7.47156519857569	1.3340555831000995	20.0	25.34620731483568	97	False	97.0	87-97	0.0
penalty_weight_75pct	FN1	38.42100883309308	16.67872935562358	30.0	10.5	74.59973818871666	1	True	4.0	1-26	0.9473684210526315
penalty_weight_75pct	COL6A1	37.35714096737006	14.456331422118977	24.0	3.0	72.81347238948904	2	True	1.0	1-7	1.0
penalty_weight_75pct	COL6A2	37.11388253125003	13.689627215818795	24.49645966091785	3.0	72.29996940798668	3	True	3.0	2-8	1.0
penalty_weight_75pct	CD74	38.246395779255145	13.172477316397735	20.0	0.0	71.41887309565288	4	True	2.0	1-10	1.0
penalty_weight_75pct	MYH7	37.141655837024786	14.728942737573128	30.0	11.25	70.62059857459792	5	True	5.0	2-64	0.9473684210526315
penalty_weight_75pct	COL18A1	37.59280026623878	12.49594820317738	25.813443833940156	7.5	68.40219230335632	6	True	6.0	5-34	0.9473684210526315
penalty_weight_75pct	COL5A1	38.09648599864171	13.999295393280267	26.412247207510944	10.5	68.00802859943292	7	True	7.0	4-53	0.8947368421052632
penalty_weight_75pct	COL3A1	38.30561679246617	16.60946893010749	24.0	11.25	67.66508572257365	8	True	8.0	3-37	0.7894736842105263
penalty_weight_75pct	TNNT2	35.64486586272267	14.215148314176075	26.0	10.5	65.36001417689874	9	True	10.0	6-69	0.631578947368421
penalty_weight_75pct	TNFRSF12A	35.364703672593905	9.5119761840276	18.669937898515077	0.0	63.54661775513658	10	True	9.0	5-18	0.9473684210526315
penalty_weight_75pct	MT-ND4	33.74725470251237	14.432252380628745	16.651204014595372	2.25	62.5807110977365	11	False	11.0	6-16	0.3157894736842105
penalty_weight_75pct	VIM	37.77622878697581	12.916839943006185	18.870442863965017	7.5	62.063511593947	12	False	14.0	11-27	0.0
penalty_weight_75pct	MT-ND5	33.84099040956678	13.465192743525977	15.647967533414494	2.25	60.70415068650725	13	False	13.0	9-19	0.05263157894736842
penalty_weight_75pct	LOXL2	34.71505115627345	6.6080543202634505	18.886991651243285	0.0	60.21009712778018	14	False	12.0	7-33	0.15789473684210525
penalty_weight_75pct	ENG	34.80176886679815	9.750365912639621	20.888693907032213	6.0	59.440828686469985	15	False	15.0	12-66	0.0
penalty_weight_75pct	CXCL12	37.58499380577856	12.345751958441584	23.00647066125395	13.5	59.43721642547409	16	False	17.0	9-85	0.05263157894736842
penalty_weight_75pct	CSF1	35.68213445869026	4.630174891277472	18.0	0.75	57.56230934996773	17	False	16.0	9-47	0.05263157894736842
penalty_weight_75pct	COL1A2	38.386077584488724	17.702592250895666	11.5	10.5	57.088669835384394	18	False	20.0	13-42	0.0
penalty_weight_75pct	TGFB1	35.12623295523657	7.304502126233318	25.01240803954329	10.5	56.94314312101318	19	False	21.0	14-90	0.0
penalty_weight_75pct	COL1A1	38.43757856171216	17.850843348253335	11.5	11.25	56.53842190996549	20	False	22.0	12-44	0.0
penalty_weight_75pct	IL1B	31.410083711419297	0.6115359844727385	25.554570149158685	2.25	55.32618984505072	21	False	18.0	6-88	0.05263157894736842
penalty_weight_75pct	ACTB	39.10567123443498	14.497904961382762	10.5	9.0	55.10357619581774	22	False	24.0	17-31	0.0
penalty_weight_75pct	IGFBP7	37.830678240975146	13.82823358850675	2.8069353040487472	0.0	54.465847133530644	23	False	19.0	1-52	0.05263157894736842
penalty_weight_75pct	ACTC1	36.37650537938125	15.93822436445517	10.5	9.0	53.81472974383642	24	False	25.0	20-46	0.0
penalty_weight_75pct	EEF1A1	38.10046553330683	13.87244563850331	10.5	9.0	53.47291117181014	25	False	27.0	21-40	0.0
penalty_weight_75pct	NPPA	38.80541503902978	17.121553207727636	6.432515092347316	9.0	53.359483339104735	26	False	28.0	11-60	0.0
penalty_weight_75pct	RPS19	37.57389850068292	12.223513278972364	12.094933055499755	9.0	52.89234483515504	27	False	31.0	23-57	0.0
penalty_weight_75pct	CRYAB	36.75006911126382	15.023283821162615	10.0	9.0	52.773352932426434	28	False	32.0	24-49	0.0
penalty_weight_75pct	RPS12	37.88715533242373	12.337127663905807	11.5	9.0	52.724282996329535	29	False	33.0	25-51	0.0
penalty_weight_75pct	LY6E	35.32799135935423	6.465482680695467	10.880861287342233	0.0	52.67433532739193	30	False	23.0	18-62	0.0
penalty_weight_75pct	RPL13	37.65958605429243	12.127447864391174	11.542132103434056	9.0	52.32916602211766	31	False	34.0	27-58	0.0
penalty_weight_75pct	RPL13A	37.7420342590863	12.023355649844657	11.54878454081838	9.0	52.31417444974934	32	False	35.0	28-59	0.0
penalty_weight_75pct	ACTA1	36.95945351433853	14.568816265911257	9.768616573857674	9.0	52.29688635410746	33	False	36.0	29-50	0.0
penalty_weight_75pct	TNNC1	34.20368750243199	11.21007677752237	15.5	9.0	51.913764279954364	34	False	37.0	27-81	0.0
penalty_weight_75pct	ACTG1	37.639664767812874	12.800326695385776	10.5	9.75	51.18999146319865	35	False	38.0	30-61	0.0
penalty_weight_75pct	TGM2	35.355903759158416	9.19366322876041	6.143194604301974	0.0	50.6927615922208	36	False	26.0	8-67	0.05263157894736842
penalty_weight_75pct	VCAN	35.20374769348478	12.490362809156908	2.3590800757292816	0.0	50.053190578370966	37	False	29.0	4-70	0.05263157894736842
penalty_weight_75pct	TPM1	35.35677897104673	14.631472785196948	9.0	9.0	49.98825175624368	38	False	40.0	34-66	0.0
penalty_weight_75pct	ITGA1	32.96101071902872	6.727289782040006	10.225260375235125	0.0	49.91356087630385	39	False	30.0	21-71	0.0
penalty_weight_75pct	DES	37.64552808154198	13.219260379846258	7.5	9.0	49.364788461388244	40	False	43.0	35-62	0.0
penalty_weight_75pct	ANKRD1	37.97316663317157	15.395017672303869	4.569697831738097	9.0	48.937882137213535	41	False	44.0	22-75	0.0
penalty_weight_75pct	TTN	34.59682832373414	12.646794657582872	10.5	9.0	48.74362298131701	42	False	45.0	39-73	0.0
penalty_weight_75pct	APOE	39.37365229505947	10.716602113925003	10.5	12.0	48.59025440898448	43	False	53.0	32-76	0.0
penalty_weight_75pct	FLNC	36.34879388844653	11.726612774717704	9.0	9.0	48.07540666316423	44	False	49.0	41-67	0.0
penalty_weight_75pct	MYBPC3	36.26427856240813	13.309644958837541	7.5	9.0	48.073923521245675	45	False	50.0	42-68	0.0
penalty_weight_75pct	TMSB4X	37.96694556211271	12.306359635633541	5.289444744397804	7.5	48.06274994214406	46	False	46.0	31-59	0.0
penalty_weight_75pct	IGFBP3	32.63227153147795	9.700164786228802	5.406377223361061	0.0	47.73881354106781	47	False	39.0	15-77	0.0
penalty_weight_75pct	C1QA	38.95967826083008	11.647832717063926	4.5	7.5	47.60751097789401	48	False	48.0	28-65	0.0
penalty_weight_75pct	THBS4	36.216896649547394	11.749075475472202	2.6136912421525555	3.0	47.57966336717215	49	False	42.0	10-68	0.05263157894736842
penalty_weight_75pct	SPARC	38.24742147071093	17.289446726017196	2.523339371447697	10.5	47.56020756817583	50	False	55.0	20-84	0.0
penalty_weight_75pct	IGFBP4	38.61181952565766	11.119737853720371	4.984913797696352	7.5	47.21647117707438	51	False	51.0	40-66	0.0
penalty_weight_75pct	CCR2	33.771147530522995	0.810687524793558	20.0	7.5	47.08183505531655	52	False	54.0	20-95	0.0
penalty_weight_75pct	LDB3	34.222869361419846	12.653802299058448	9.0	9.0	46.876671660478294	53	False	57.0	43-74	0.0
penalty_weight_75pct	CSRP3	36.69185122056544	13.180763025527773	6.0	9.0	46.872614246093214	54	False	58.0	44-74	0.0
penalty_weight_75pct	STK10	33.7289289245147	7.451709332195413	5.5	0.0	46.68063825671011	55	False	41.0	25-80	0.0
penalty_weight_75pct	TGFBR1	36.916774402522904	6.688833916422389	18.0	15.0	46.60560831894529	56	False	69.0	26-97	0.0
penalty_weight_75pct	TIMP2	38.947803119879836	11.612017321940527	4.176224986734419	8.25	46.48604542855478	57	False	59.0	44-74	0.0
penalty_weight_75pct	DCN	36.76487280797725	10.422086219062658	1.5	3.0	45.686959027039904	58	False	52.0	13-76	0.0
penalty_weight_75pct	HSPB1	36.554304508452994	9.4951289302995	8.575507004710767	9.0	45.62494044346326	59	False	65.0	50-77	0.0
penalty_weight_75pct	PSAP	38.39131070917246	11.699219453483678	3.0	7.5	45.59053016265614	60	False	62.0	33-75	0.0
penalty_weight_75pct	ACTA2	38.58170232617402	13.887258970111866	0.5327271857367166	7.5	45.5016884820226	61	False	63.0	14-77	0.0
penalty_weight_75pct	EMP1	36.75728514517308	6.852693510445908	1.5	0.0	45.10997865561899	62	False	47.0	12-85	0.0
penalty_weight_75pct	ACTN2	34.49492910548819	9.946633729165892	9.0	9.0	44.44156283465408	63	False	70.0	55-83	0.0
penalty_weight_75pct	NR2F2	33.6508020525784	6.160607763568144	7.32903282806769	3.0	44.14044264421423	64	False	61.0	37-78	0.0
penalty_weight_75pct	SNX3	34.89219551682361	5.187695907707295	3.8914266094995007	0.0	43.9713180340304	65	False	56.0	26-90	0.0
penalty_weight_75pct	HSPB7	36.68943150639182	10.705689178958828	5.571356912631749	9.0	43.9664775979824	66	False	73.0	58-78	0.0
penalty_weight_75pct	NELFB	32.772981709053944	9.599153166513767	3.031044707793515	1.5	43.90317958336122	67	False	60.0	29-83	0.0
penalty_weight_75pct	MB	33.77651474837653	14.008568164983352	4.893273398342892	9.0	43.67835631170277	68	False	75.0	61-85	0.0
penalty_weight_75pct	CILP	36.32020344733499	9.121550915992344	0.9039923245587804	3.0	43.34574668788611	69	False	66.0	21-82	0.0
penalty_weight_75pct	BGN	38.18319495707481	15.476927607202171	0.0	10.5	43.16012256427698	70	False	78.0	43-93	0.0
penalty_weight_75pct	AEBP1	38.975107108703796	14.349653117989407	0.23383179127724157	10.5	43.05859201797044	71	False	79.0	46-89	0.0
penalty_weight_75pct	SEPTIN7	33.680231888547844	6.018407513330097	3.2323917978489045	0.0	42.931031199726846	72	False	64.0	38-93	0.0
penalty_weight_75pct	ELOB	35.013920989460004	5.292453496238932	4.035479666049731	1.5	42.84185415174867	73	False	67.0	36-88	0.0
penalty_weight_75pct	MYOZ2	33.77845174270693	11.740953443310246	6.0	9.0	42.519405186017174	74	False	80.0	66-82	0.0
penalty_weight_75pct	THBS2	39.19078493827794	10.807426677741965	2.9527802188472454	10.5	42.45099183486715	75	False	81.0	59-90	0.0
penalty_weight_75pct	FBLN2	37.76392910916151	12.921602662326848	2.192970070235607	10.5	42.37850184172397	76	False	82.0	60-87	0.0
penalty_weight_75pct	CYRIA	32.500018606556004	9.831978226934167	0.0	0.0	42.33199683349017	77	False	68.0	16-94	0.0
penalty_weight_75pct	DYNC1H1	34.92318662951692	5.362987845287527	3.0	1.5	41.78617447480445	78	False	72.0	41-91	0.0
penalty_weight_75pct	FBLN1	37.87291719664806	13.000630576935329	1.4041392900611847	10.5	41.77768706364458	79	False	83.0	63-88	0.0
penalty_weight_75pct	FSTL1	37.508004569500194	13.775023681378507	0.9503446510206115	10.5	41.733372901899315	80	False	84.0	62-92	0.0
penalty_weight_75pct	DMAP1	33.27431220026157	6.613317906387088	3.06208941558703	1.5	41.44971952223569	81	False	74.0	51-92	0.0
penalty_weight_75pct	ZNF703	35.32426596378708	4.465184227092011	1.5	0.0	41.28945019087909	82	False	71.0	38-96	0.0
penalty_weight_75pct	ITGB1	36.93772440390659	5.943079944022225	9.5	11.25	41.130804347928816	83	False	86.0	63-92	0.0
penalty_weight_75pct	NRBP1	34.820767800850454	5.386905291297036	2.0	1.5	40.70767309214749	84	False	77.0	48-95	0.0
penalty_weight_75pct	SORBS2	36.01349892974574	9.942743305107754	3.599731083004312	9.0	40.555973317857806	85	False	85.0	72-87	0.0
penalty_weight_75pct	GNG11	33.7889901713773	6.393834076025538	0.04434958256216422	0.0	40.227173829965	86	False	76.0	32-97	0.0
penalty_weight_75pct	LOX	38.07302453560941	8.216561043764852	8.849266211611926	15.0	40.13885179098619	87	False	90.0	46-93	0.0
penalty_weight_75pct	SLC6A6	34.809477934037815	5.906400145258589	8.336859220772505	9.0	40.052737300068905	88	False	87.0	73-89	0.0
penalty_weight_75pct	CASQ2	34.2084394804805	12.400284238389922	2.252475699396435	9.0	39.86119941826686	89	False	88.0	75-91	0.0
penalty_weight_75pct	TGFBR2	36.07726659414027	7.810770907147257	5.5	9.75	39.63803750128753	90	False	89.0	73-90	0.0
penalty_weight_75pct	SMPX	36.29998001828528	9.54839073443462	0.8531882898651648	9.0	37.70155904258507	91	False	91.0	79-91	0.0
penalty_weight_75pct	XIRP2	37.38143858478706	6.978885873872303	0.8874035921687083	9.0	36.24772805082807	92	False	92.0	84-95	0.0
penalty_weight_75pct	CRIP2	34.992932603418204	9.962888272068437	0.12417883117405981	9.0	36.07999970666069	93	False	93.0	82-94	0.0
penalty_weight_75pct	MYL6	37.519953341715635	12.799369007893063	0.10643899814919411	15.0	35.42576134775789	94	False	96.0	69-96	0.0
penalty_weight_75pct	CKB	35.948771564452755	4.339635126645433	3.837823325377173	9.0	35.12623001647536	95	False	94.0	80-96	0.0
penalty_weight_75pct	POSTN	29.198280858968932	11.603832214193016	5.736954296236388	12.0	34.53906736939834	96	False	95.0	81-96	0.0
penalty_weight_75pct	CTHRC1	36.54058653315989	7.47156519857569	1.0672444664800795	15.0	30.079396198215655	97	False	97.0	87-97	0.0
penalty_weight_125pct	CD74	38.246395779255145	13.172477316397735	20.0	0.0	71.41887309565288	1	True	2.0	1-10	1.0
penalty_weight_125pct	COL6A1	37.35714096737006	14.456331422118977	24.0	5.0	70.81347238948904	2	True	1.0	1-7	1.0
penalty_weight_125pct	COL6A2	37.11388253125003	13.689627215818795	24.49645966091785	5.0	70.29996940798668	3	True	3.0	2-8	1.0
penalty_weight_125pct	FN1	38.42100883309308	16.67872935562358	30.0	17.5	67.59973818871666	4	True	4.0	1-26	0.9473684210526315
penalty_weight_125pct	TNFRSF12A	35.364703672593905	9.5119761840276	18.669937898515077	0.0	63.54661775513658	5	True	9.0	5-18	0.9473684210526315
penalty_weight_125pct	COL18A1	37.59280026623878	12.49594820317738	25.813443833940156	12.5	63.402192303356316	6	True	6.0	5-34	0.9473684210526315
penalty_weight_125pct	MYH7	37.141655837024786	14.728942737573128	30.0	18.75	63.12059857459792	7	True	5.0	2-64	0.9473684210526315
penalty_weight_125pct	MT-ND4	33.74725470251237	14.432252380628745	16.651204014595372	3.75	61.0807110977365	8	True	11.0	6-16	0.3157894736842105
penalty_weight_125pct	COL5A1	38.09648599864171	13.999295393280267	26.412247207510944	17.5	61.00802859943292	9	True	7.0	4-53	0.8947368421052632
penalty_weight_125pct	LOXL2	34.71505115627345	6.6080543202634505	18.886991651243285	0.0	60.21009712778018	10	True	12.0	7-33	0.15789473684210525
penalty_weight_125pct	COL3A1	38.30561679246617	16.60946893010749	24.0	18.75	60.16508572257365	11	False	8.0	3-37	0.7894736842105263
penalty_weight_125pct	MT-ND5	33.84099040956678	13.465192743525977	15.647967533414494	3.75	59.20415068650725	12	False	13.0	9-19	0.05263157894736842
penalty_weight_125pct	TNNT2	35.64486586272267	14.215148314176075	26.0	17.5	58.360014176898744	13	False	10.0	6-69	0.631578947368421
penalty_weight_125pct	VIM	37.77622878697581	12.916839943006185	18.870442863965017	12.5	57.063511593947	14	False	14.0	11-27	0.0
